Date,Time,Product Category,Channel,Ad Spend,Conversions,Revenue,Customer Segment
2024-12-18,Evening,People,Influencer,98.55,9,51.33,Loyal
2025-04-17,Morning,Board,Influencer,9.72,7,362.66,Returning
2025-04-22,Night,Article,Email,25.21,9,375.67,New
2024-11-23,Evening,Push,Email,97.15,6,465.97,Returning
2025-02-18,Evening,Mean,Social Media,118.51,4,363.07,New
2024-12-20,Evening,Million,Email,6.47,8,470.4,New
2024-12-03,Morning,Story,Influencer,22.64,8,221.96,Returning
2025-02-03,Night,Third,Email,143.87,0,398.04,New
2025-02-18,Morning,Situation,Influencer,62.62,5,73.64,Returning
2024-12-04,Evening,Yet,Influencer,144.32,4,287.09,Returning
2025-02-21,Afternoon,Eat,Email,68.02,5,488.86,Loyal
2025-02-04,Morning,Onto,Influencer,74.14,1,320.01,Loyal
2024-12-19,Afternoon,Song,In-store,72.98,3,238.01,Loyal
2024-12-20,Evening,Discussion,Social Media,23.45,10,34.94,Returning
2025-04-04,Afternoon,Consumer,Influencer,132.81,6,88.49,Loyal
2025-04-28,Morning,Late,Social Media,90.73,1,44.5,Loyal
2024-12-04,Evening,Back,Email,76.38,9,289.04,New
2024-12-13,Morning,Team,Email,89.28,6,178.97,New
2024-12-15,Afternoon,Clearly,Social Media,69.39,6,176.96,New
2025-02-04,Night,Leader,In-store,138.05,1,404.61,Returning
2024-11-18,Morning,Although,In-store,109.29,7,348.09,Returning
2024-11-01,Morning,Space,Email,52.7,8,108.72,Returning
2024-11-05,Evening,Still,In-store,21.06,7,147.46,Returning
2025-02-25,Morning,East,Influencer,27.72,6,93.09,Loyal
2025-03-07,Morning,Brother,In-store,142.22,3,56.63,Returning
2024-11-08,Afternoon,Threat,Influencer,13.84,4,97.03,Loyal
2024-11-27,Evening,Order,Social Media,30.72,8,241.79,New
2025-04-10,Morning,Matter,Email,67.17,4,241.37,Returning
2025-04-18,Evening,High,Social Media,144.24,4,392.91,Loyal
2025-01-25,Night,Pass,Email,27.12,9,406.26,Returning
2025-03-28,Night,Project,Influencer,117.66,1,375.62,New
2024-11-11,Night,Rise,Influencer,147.83,7,298.87,New
2025-03-19,Night,Energy,In-store,128.95,3,54.19,Returning
2024-12-16,Night,Hour,In-store,66.68,10,329.46,New
2024-11-01,Night,Away,In-store,76.52,5,354.97,Returning
2025-03-08,Morning,Yard,Email,31.42,1,455.71,Returning
2024-12-22,Night,Put,In-store,37.95,6,274.43,Returning
2025-01-30,Morning,Staff,In-store,129.31,7,96.18,Returning
2024-12-09,Night,Major,Social Media,52.9,3,366.28,Loyal
2024-12-10,Morning,Support,In-store,118.08,8,191.17,New
2025-01-17,Evening,Require,Influencer,79.26,4,271.2,Returning
2025-03-25,Night,Yard,Social Media,82.3,6,80.09,New
2024-11-17,Evening,Participant,In-store,64.8,8,424.55,New
2025-01-12,Night,Eight,Influencer,29.01,5,286.16,New
2025-04-20,Night,Parent,In-store,137.54,5,186.02,Returning
2024-12-10,Afternoon,War,In-store,50.63,7,284.8,Loyal
2024-11-04,Night,Drive,Email,70.06,0,377.88,New
2024-12-31,Afternoon,Measure,In-store,5.31,4,266.45,Loyal
2025-04-26,Afternoon,Newspaper,Email,100.82,1,260.77,Returning
2025-03-08,Night,Century,Social Media,145.64,8,349.42,New
2025-02-18,Afternoon,Senior,In-store,113.33,7,443.73,New
2025-04-28,Morning,Field,Influencer,143.79,5,23.67,New
2025-03-06,Evening,Simply,Influencer,7.22,6,225.68,New
2025-02-24,Evening,Style,Influencer,148.56,3,238.12,New
2024-12-12,Afternoon,Particularly,In-store,135.58,3,426.06,Returning
2024-11-06,Morning,Lot,Email,26.52,3,296.01,Returning
2025-02-03,Evening,Though,Influencer,14.64,3,288.39,New
2025-04-05,Evening,Skill,Social Media,141.66,5,315.78,Loyal
2025-01-20,Evening,Kitchen,In-store,64.48,2,463.94,Loyal
2024-11-05,Evening,Usually,Social Media,24.86,9,106.6,Loyal
2025-01-21,Evening,Expect,Influencer,39.64,0,381.75,Loyal
2025-03-17,Evening,Class,Email,26.11,6,49.67,Loyal
2025-03-17,Evening,Break,Email,26.22,7,390.56,Returning
2025-01-06,Morning,From,Social Media,124.62,2,332.42,Loyal
2024-11-25,Morning,Change,Social Media,125.08,0,261.51,Returning
2024-11-27,Evening,Option,Social Media,14.66,7,66.16,Loyal
2025-04-25,Night,Network,In-store,120.38,1,218.02,New
2024-11-13,Afternoon,Different,In-store,100.44,3,433.03,New
2024-11-16,Evening,Owner,Email,121.46,1,173.35,Returning
2024-11-14,Morning,Community,In-store,85.31,8,119.76,Returning
2025-01-26,Morning,Various,Influencer,92.47,4,352,Loyal
2025-03-09,Night,Throughout,Email,146.28,3,489.97,Returning
2025-03-27,Morning,Deep,Influencer,131.45,3,286.31,Loyal
2025-01-01,Morning,Mother,In-store,117.53,7,264.12,New
2025-04-29,Night,Build,Influencer,104.4,1,148.99,Loyal
2025-02-28,Afternoon,Better,Social Media,36.19,6,116.8,Returning
2025-03-16,Afternoon,Foreign,In-store,69.83,8,365.86,Returning
2025-04-14,Night,Form,In-store,92.77,10,457.29,New
2024-12-22,Afternoon,Suffer,Email,138.45,5,226.55,New
2025-02-05,Night,Field,Social Media,54.81,2,145.52,Returning
2025-03-27,Afternoon,Important,Social Media,63.09,10,430.51,New
2025-04-24,Evening,Buy,In-store,23.54,7,109.05,Returning
2025-01-18,Morning,Conference,Email,68.09,10,222.43,New
2025-01-21,Morning,Goal,Email,41.78,2,252.97,New
2025-02-06,Morning,Upon,Email,69.38,10,73.35,Returning
2025-02-18,Night,Organization,Influencer,58.8,2,220.36,Loyal
2024-11-03,Morning,Former,Email,73.41,5,474.79,Returning
2024-11-23,Evening,Nice,Influencer,32.4,1,68.39,Loyal
2025-02-02,Afternoon,Green,In-store,58.35,2,459.75,Returning
2025-02-28,Night,Free,Email,19.32,0,352.69,New
2025-02-08,Morning,Improve,In-store,34.99,9,92.32,Returning
2025-01-15,Night,Hot,Email,132.11,4,373.97,Loyal
2025-03-09,Evening,Anyone,In-store,135.15,7,255.51,Loyal
2025-01-24,Night,Skin,In-store,10.09,10,430.19,New
2024-11-30,Afternoon,Customer,In-store,143.23,0,189.03,Loyal
2025-01-04,Evening,Billion,Influencer,17.35,7,332.61,Returning
2025-04-17,Afternoon,Well,Email,57.74,4,230.41,New
2025-04-18,Afternoon,Check,Influencer,11.28,3,365.33,Loyal
2024-12-24,Morning,Everyone,Email,57.9,4,297.35,New
2024-12-06,Morning,Bed,Influencer,27.79,4,88.9,Loyal
2024-12-10,Evening,Become,Social Media,81.58,6,384.26,Returning
2025-02-09,Night,Stage,In-store,108.01,0,99.1,New
2024-11-08,Afternoon,Fire,In-store,59.92,7,109.14,New
2025-03-29,Afternoon,Change,Social Media,90.42,3,433.59,Loyal
2025-04-14,Afternoon,About,Email,89.69,8,275.6,Returning
2025-02-04,Morning,Serve,Influencer,121.01,9,90.22,Returning
2025-03-06,Afternoon,Include,Email,122.9,4,271.34,Loyal
2025-02-24,Morning,Rate,Email,120.02,2,445.75,New
2024-12-28,Evening,Compare,Social Media,44.65,8,218.62,Loyal
2025-04-17,Morning,Great,In-store,65.4,4,249.43,New
2025-04-14,Afternoon,Small,In-store,101.23,5,370.53,Returning
2025-04-19,Night,Poor,Social Media,72.95,0,329.1,New
2025-01-19,Morning,Clear,Social Media,93.45,8,445.95,Returning
2025-04-11,Morning,General,In-store,145.53,0,274.27,New
2025-04-26,Morning,Hour,Email,15.88,1,470.25,New
2024-11-28,Afternoon,Movement,Social Media,94.32,5,33.18,Loyal
2024-11-25,Night,Least,Influencer,90.79,9,214.84,Loyal
2024-11-23,Night,Carry,Social Media,66.3,1,459.15,Returning
2025-03-12,Morning,Father,Influencer,123.89,10,158.85,Loyal
2025-04-16,Evening,Pressure,Influencer,72.61,2,286.59,New
2025-02-13,Evening,Carry,In-store,37.96,0,144.81,Returning
2024-11-07,Morning,Involve,Influencer,36.37,8,394.81,New
2024-12-14,Evening,My,Influencer,136.69,6,280.98,New
2024-11-14,Afternoon,Follow,Email,60.01,1,455.19,Loyal
2025-02-20,Evening,Little,Email,10.92,7,48.06,New
2025-03-13,Morning,Hold,Influencer,87.79,3,248.02,Returning
2024-11-23,Night,Talk,Email,61.8,10,66.43,Loyal
2025-04-25,Evening,Force,Social Media,77.45,9,57.48,Loyal
2025-03-14,Night,Single,Influencer,71.2,10,324.92,Returning
2025-01-25,Afternoon,Need,In-store,86.83,2,181.92,New
2024-11-03,Afternoon,Sell,Social Media,100.85,8,228.94,Loyal
2024-11-28,Evening,Help,In-store,130.31,1,241.64,New
2025-01-02,Night,Until,Email,141.93,4,391.6,Loyal
2025-02-23,Evening,Be,In-store,16.23,1,374.35,New
2025-02-16,Night,Pull,In-store,67.33,0,380.32,New
2025-01-20,Night,Show,Email,15.59,1,351.54,New
2025-02-05,Night,Good,Email,30.47,5,414.94,Loyal
2025-04-08,Evening,Fish,Social Media,17.32,5,339.88,New
2025-03-15,Night,Top,Influencer,112.62,6,486.2,New
2025-01-01,Night,Within,Email,116.21,4,292.49,Loyal
2024-11-03,Night,In,Social Media,97.28,5,408,Loyal
2025-01-22,Night,Center,Email,69.17,7,109.21,Returning
2025-03-06,Night,Collection,In-store,14.31,5,363.9,Loyal
2025-01-17,Night,To,Email,120.53,2,154.18,New
2025-01-18,Evening,Stuff,Email,111.37,5,159.41,Returning
2025-02-15,Afternoon,Thought,Email,10.5,3,273.37,Loyal
2025-04-23,Evening,Structure,In-store,48.95,8,469.07,New
2025-03-06,Afternoon,Film,Email,105.53,1,256.87,Loyal
2024-11-30,Afternoon,Name,Influencer,42.93,9,195.83,Returning
2025-04-26,Night,Husband,In-store,20.26,8,250.34,Loyal
2025-01-04,Morning,Into,Influencer,58.33,0,222.02,New
2025-01-07,Evening,Design,Social Media,89.83,3,397.05,Loyal
2025-01-25,Night,Mention,Influencer,126.82,10,420.24,Loyal
2025-04-11,Night,Along,Influencer,23.79,10,291.86,Loyal
2024-12-17,Morning,Discuss,Influencer,113.07,5,183.88,Loyal
2025-03-10,Afternoon,Want,Email,120.16,7,495.1,Loyal
2025-03-13,Afternoon,Large,Social Media,73.15,1,261.75,New
2024-12-10,Afternoon,Better,Influencer,97.13,9,224.19,New
2025-04-02,Morning,Us,Influencer,101.6,4,188.89,New
2024-12-31,Evening,Staff,In-store,45.45,4,342.18,Loyal
2025-02-13,Evening,Soon,Email,29.08,7,412.21,Loyal
2025-03-01,Morning,Effort,Influencer,53.57,3,278.09,Returning
2024-11-27,Evening,New,Social Media,72.05,3,229.92,New
2025-04-13,Evening,Mrs,Email,139.55,6,457.4,Loyal
2024-12-12,Morning,Information,In-store,108.77,2,135.68,Loyal
2025-01-23,Night,Able,Influencer,71.74,0,37.57,Returning
2025-03-08,Night,Ok,Influencer,46.47,8,497.53,New
2025-03-01,Afternoon,Assume,Influencer,31.9,6,402.16,Returning
2024-12-30,Afternoon,Add,Email,29.48,3,201,New
2025-02-24,Night,A,Social Media,66.31,1,299.4,New
2024-12-28,Night,Board,In-store,141.17,4,40.46,New
2025-04-03,Night,Move,Influencer,54.88,1,134.18,New
2024-12-04,Morning,Outside,Email,19.55,6,440.52,Loyal
2024-12-12,Night,Crime,Social Media,61.21,4,313.37,Returning
2024-12-05,Afternoon,Everybody,Influencer,71.33,7,59.92,New
2025-01-01,Evening,Chair,In-store,31.42,5,54.72,Loyal
2024-11-30,Night,Soldier,Social Media,20.47,7,482.31,Loyal
2025-03-27,Evening,Must,Influencer,147.81,3,152.35,Loyal
2025-04-11,Evening,Two,Email,14.77,9,356.89,Returning
2024-11-30,Morning,Form,Influencer,16.3,2,163.82,Returning
2025-03-26,Morning,Age,In-store,59.16,6,298.76,Loyal
2025-01-17,Night,Require,Influencer,142.74,7,466.82,Loyal
2025-02-12,Evening,Determine,In-store,148.45,0,201.07,Loyal
2024-12-28,Night,Prevent,In-store,19.69,1,488.88,Loyal
2025-03-04,Night,Including,Influencer,37.3,2,27.04,New
2024-11-15,Morning,Suddenly,Influencer,131.43,6,273.17,Loyal
2025-02-04,Morning,Theory,Influencer,86.93,10,220.1,Returning
2025-03-14,Afternoon,Whom,In-store,44.95,6,279.12,New
2025-03-30,Evening,Shoulder,Email,142.6,0,352.83,Loyal
2024-11-24,Morning,Too,Email,138.06,3,493.37,Returning
2024-11-23,Evening,Marriage,In-store,109.1,0,377.34,Returning
2024-12-20,Afternoon,Effort,In-store,24.79,8,189.4,New
2025-04-21,Afternoon,Radio,Social Media,33.83,5,459.67,Returning
2024-11-15,Evening,Represent,Social Media,50.71,1,497.86,Returning
2025-01-15,Morning,Mention,In-store,82.84,1,155.64,Loyal
2025-02-09,Evening,Stop,Social Media,6.97,3,412.49,New
2024-11-14,Evening,Between,Social Media,23.28,2,102.88,Returning
2025-02-11,Evening,Call,Influencer,102.09,2,123.88,New
2025-02-08,Morning,Plant,Email,135.63,9,396.23,New
2024-11-10,Evening,Itself,In-store,137.22,8,427.08,New
2025-02-17,Evening,Measure,Influencer,93.89,5,118.2,Returning
2025-01-25,Night,Card,Influencer,135.59,0,101.53,New
2025-01-31,Morning,Save,Social Media,77.85,1,190.34,Returning
2025-04-16,Night,Easy,In-store,83.56,5,434.88,Loyal
2025-04-11,Evening,My,In-store,20.07,3,312.44,Returning
2024-11-16,Night,National,Social Media,84.52,1,304.39,Loyal
2025-03-02,Morning,She,Influencer,29.75,5,125,Loyal
2025-04-07,Evening,Trip,Email,47.57,4,429.78,Loyal
2025-03-03,Afternoon,Program,Email,16.64,1,220.22,Loyal
2024-12-25,Evening,Sort,In-store,93.39,1,431.61,New
2025-01-04,Morning,Significant,Social Media,68.2,0,82.67,Loyal
2025-03-02,Afternoon,Another,Influencer,69.66,5,419.26,New
2025-02-03,Night,Land,Social Media,105.11,10,162.71,Returning
2025-03-31,Morning,Already,Email,5.4,1,38.12,Loyal
2025-02-13,Evening,Support,In-store,127.37,4,246.09,Returning
2025-01-24,Afternoon,Lay,Influencer,80.66,9,317.61,Loyal
2025-04-26,Afternoon,Involve,Email,39.56,8,480.61,New
2025-03-02,Evening,Fact,In-store,81.76,9,57.63,Loyal
2025-03-10,Night,Technology,Influencer,100.48,10,471.71,Loyal
2024-12-08,Evening,Traditional,Email,18.65,2,224.96,New
2025-04-21,Night,Movement,Social Media,9.73,5,365.94,New
2025-03-17,Night,Throughout,In-store,78.27,0,287.89,Returning
2025-04-16,Morning,Growth,In-store,9.07,2,32.46,Returning
2025-03-29,Morning,Executive,In-store,118.42,10,150.32,New
2024-11-19,Afternoon,Role,In-store,23.83,3,184.44,New
2025-02-06,Night,Would,Influencer,38.75,9,196.58,Loyal
2025-03-25,Night,Exist,In-store,60.52,4,440.27,Loyal
2025-01-16,Afternoon,Develop,Influencer,145.83,10,146.04,Loyal
2024-11-30,Evening,Throughout,Social Media,50.24,1,168.47,New
2024-11-26,Evening,Camera,In-store,77.77,0,66.81,Loyal
2025-02-27,Evening,Character,In-store,80.69,8,316.81,Returning
2025-04-27,Evening,Kind,Social Media,57.74,9,244.46,New
2024-12-07,Evening,Major,Influencer,20.42,2,41.42,Returning
2025-04-19,Evening,Direction,Email,63.93,8,161.87,New
2025-02-08,Night,Need,Social Media,44.18,4,377.6,Returning
2024-11-09,Afternoon,Field,In-store,55.63,8,148.19,New
2024-11-26,Afternoon,Discuss,In-store,21.99,1,136.58,New
2025-02-11,Night,National,Social Media,95.11,6,377.49,New
2024-11-20,Afternoon,Not,Influencer,15.59,7,484.61,New
2025-04-06,Night,Send,Influencer,21.17,4,479.39,Returning
2024-12-07,Morning,Central,Email,66.17,7,302.08,New
2024-11-25,Evening,Team,Social Media,123.49,7,33.89,New
2025-02-21,Night,Say,Email,104.5,3,79.38,Loyal
2025-01-20,Afternoon,If,Influencer,77.61,9,171.57,Returning
2025-03-02,Afternoon,Practice,Email,58.37,8,52.21,Loyal
2025-04-12,Afternoon,It,Influencer,76.62,7,166.15,Returning
2025-01-09,Night,Interesting,In-store,148.35,3,471.96,New
2025-02-24,Afternoon,Type,Influencer,94.3,7,270.57,New
2024-12-15,Evening,Key,In-store,126.38,9,336.37,New
2025-04-11,Afternoon,Bit,In-store,138.31,3,382.32,Loyal
2024-12-19,Afternoon,Audience,Social Media,67.68,4,222.83,Loyal
2025-04-05,Evening,Glass,In-store,83.4,7,458.49,New
2025-01-29,Morning,Over,Social Media,147.96,2,88.37,New
2025-01-27,Afternoon,They,Influencer,56.93,0,51.34,Returning
2024-11-03,Night,Memory,Influencer,22.25,8,472.21,Returning
2024-10-31,Evening,Parent,Email,36.5,10,266.31,Loyal
2025-02-20,Night,Clear,Email,105.33,5,217.04,Loyal
2024-11-24,Evening,Share,In-store,29.41,10,233.71,Returning
2025-04-12,Morning,Writer,Email,46.02,6,350.19,Returning
2024-12-16,Morning,Perhaps,Social Media,11.12,3,332.66,Returning
2025-04-23,Afternoon,Lawyer,Email,82.76,0,326.29,Returning
2024-11-07,Night,Red,In-store,148.25,7,228.89,Loyal
2024-12-06,Morning,Air,In-store,29.85,3,464.6,Loyal
2025-01-20,Afternoon,Front,Email,83.52,6,91.77,New
2025-02-19,Evening,Collection,In-store,29.82,5,158.15,Returning
2025-03-25,Morning,Establish,Social Media,37.55,4,201.61,Loyal
2025-02-01,Afternoon,Notice,Influencer,40.57,3,308.09,Returning
2024-12-05,Morning,Point,Influencer,27.87,10,48.56,Loyal
2024-11-14,Morning,Investment,Email,6.04,9,437.78,New
2024-12-13,Morning,Main,Social Media,24.04,0,425.68,Returning
2025-03-07,Afternoon,Guy,Email,78.06,0,190.22,Returning
2025-01-01,Afternoon,Manager,Email,118.85,7,186.96,New
2024-12-31,Night,Want,Email,103.52,3,273.91,New
2024-12-22,Morning,Could,In-store,126.79,5,178.84,Returning
2025-04-20,Morning,Large,Email,138.88,5,317.51,Returning
2024-11-07,Afternoon,Available,Influencer,70.42,2,226.07,New
2025-01-24,Evening,Price,Influencer,76.33,0,185.34,New
2025-03-25,Morning,Recently,Social Media,103.52,3,210.15,Loyal
2024-12-23,Night,Change,Influencer,114.69,6,408.62,New
2024-11-05,Night,Large,In-store,63.27,0,269.58,Returning
2025-03-01,Night,It,In-store,144.11,7,407.72,Returning
2024-12-09,Evening,Sometimes,In-store,121.73,0,407.36,Loyal
2025-01-25,Morning,Market,Email,27.43,3,410.88,Returning
2024-12-13,Night,Responsibility,Email,128.89,6,427.27,Returning
2024-12-29,Afternoon,Somebody,Email,66.3,1,41.37,Returning
2025-01-14,Night,Building,Social Media,29.15,8,387.5,Loyal
2024-12-27,Evening,Expect,Social Media,57.39,5,430.8,Returning
2024-12-14,Evening,Term,Email,11.09,5,447.58,New
2025-03-15,Night,Vote,Email,63.98,5,69.79,Returning
2025-01-16,Morning,Trouble,Influencer,7.38,2,354.83,Returning
2025-01-20,Evening,Responsibility,Social Media,46.37,7,72.99,Loyal
2024-11-26,Night,Especially,Email,129.69,7,295.97,Returning
2025-03-25,Evening,Doctor,Email,17.95,4,457.03,Returning
2024-12-29,Morning,Western,In-store,24.55,0,321.65,New
2025-04-18,Evening,Or,Influencer,86.44,5,325.32,Returning
2025-02-27,Afternoon,Manager,Influencer,112.26,3,398.93,New
2025-04-27,Morning,Head,Email,48.2,6,445.71,Loyal
2025-02-09,Afternoon,Talk,Social Media,10.99,6,107.04,Loyal
2025-03-04,Morning,Campaign,In-store,65.4,7,374.32,Returning
2024-12-23,Evening,Fear,Email,112.69,3,479.76,Returning
2025-04-28,Evening,Stay,Social Media,81,9,80.98,New
2025-04-21,Night,Sound,In-store,103.24,5,264.99,Returning
2025-04-19,Evening,Be,Email,30.35,0,325.52,Loyal
2025-04-02,Morning,Stay,Social Media,108.15,1,337.33,New
2025-02-02,Afternoon,Coach,In-store,105.91,5,445.9,Returning
2024-12-23,Night,Region,In-store,76.97,2,260.02,Loyal
2025-04-21,Night,Check,Social Media,129.91,9,405.27,Loyal
2024-11-02,Night,Join,In-store,52.39,1,186.96,New
2025-04-10,Afternoon,Open,In-store,26.86,4,72.89,Loyal
2024-11-05,Evening,Easy,Social Media,95.98,9,300.17,Returning
2024-11-08,Night,Throughout,Influencer,75.31,6,489.21,Returning
2025-02-11,Evening,Subject,Email,39.6,5,354.26,Returning
2024-12-20,Afternoon,House,Influencer,15.83,4,83.2,Loyal
2025-04-17,Evening,Organization,In-store,146.29,1,118.93,Returning
2024-12-08,Evening,Increase,Influencer,130.32,2,89.04,Loyal
2025-01-10,Morning,War,In-store,60.79,0,293.45,New
2025-04-22,Afternoon,Blood,Email,139.66,1,26.26,Loyal
2025-02-08,Night,Rise,Email,85.39,0,355.54,Loyal
2025-02-13,Morning,Tonight,Email,116.22,2,126.8,New
2025-04-02,Morning,Determine,In-store,85.09,7,431.3,Returning
2025-04-06,Afternoon,Person,In-store,124.79,2,313.24,New
2025-03-05,Afternoon,Who,Social Media,64.3,7,222.34,New
2024-12-23,Evening,Us,Influencer,145.62,10,213.81,Returning
2025-03-16,Night,Detail,Email,39,1,353.18,New
2024-11-14,Evening,Beautiful,Influencer,69.04,8,240.42,Loyal
2024-12-31,Morning,Fall,Influencer,67,1,301,Loyal
2025-04-28,Afternoon,Ten,Influencer,89.9,1,367.89,Returning
2025-01-31,Night,Bad,Influencer,142.99,5,443.96,Returning
2024-12-24,Afternoon,Care,In-store,35.7,6,342.99,Returning
2025-01-07,Evening,Usually,Influencer,68.28,3,82.54,Returning
2025-03-06,Afternoon,Need,Social Media,112.91,1,402.2,Loyal
2025-01-16,Night,Mention,Influencer,141.7,7,126.46,Loyal
2024-12-15,Afternoon,Police,Influencer,131.71,3,410.22,Loyal
2024-11-15,Morning,Really,Influencer,37.81,0,497.67,Loyal
2025-02-27,Night,Speak,In-store,25.58,0,215.55,Loyal
2024-12-18,Night,Those,Influencer,122.4,7,297.67,Loyal
2025-04-27,Morning,Others,Email,20.32,5,245.77,Returning
2025-01-13,Morning,My,Email,139.28,2,496.19,New
2024-12-11,Night,Likely,In-store,127.99,1,50.83,New
2025-04-22,Afternoon,Million,Email,46.06,3,24.93,New
2025-04-12,Evening,Center,Influencer,56.03,8,89.67,Loyal
2024-11-01,Night,Table,Influencer,109.73,9,260.97,New
2024-11-07,Evening,Happy,Email,52.87,3,419.16,New
2024-11-04,Morning,Professional,Influencer,72.28,0,112.75,Returning
2024-10-30,Morning,Chair,Influencer,84.43,2,228.82,New
2024-11-24,Afternoon,Bag,Social Media,98.61,5,22.2,New
2024-11-12,Evening,Community,Influencer,45.75,6,347.35,New
2025-04-03,Evening,Assume,Influencer,131.35,3,249.07,Returning
2025-03-25,Afternoon,Pm,In-store,107.45,2,261.33,New
2024-12-24,Night,Write,Email,48.86,3,125.69,Loyal
2025-01-31,Afternoon,Yeah,Social Media,75.22,9,24.03,Loyal
2024-12-08,Afternoon,Movie,In-store,52.84,5,109.13,Returning
2024-11-13,Afternoon,Senior,Influencer,14.74,0,136.86,Returning
2025-03-28,Night,Everything,Influencer,43.96,4,450,Returning
2025-02-09,Night,Despite,In-store,77.71,5,57,Loyal
2025-03-17,Evening,Expect,Email,29.56,10,176.65,Returning
2025-04-08,Night,Growth,In-store,107.67,6,109.22,Returning
2025-03-07,Evening,Simple,Social Media,107.2,6,101.22,New
2025-02-05,Afternoon,Individual,Social Media,84.44,8,151.66,Returning
2025-03-24,Evening,Red,Social Media,16.45,9,405.69,Loyal
2025-02-02,Night,Approach,In-store,68.71,0,75.16,Returning
2025-02-24,Evening,Politics,Email,139.36,8,76.34,Loyal
2025-02-10,Night,Rock,Influencer,28.91,0,209.43,New
2025-03-25,Evening,Recent,Social Media,131.07,4,236.97,Returning
2024-12-17,Morning,Final,In-store,73.65,3,421.3,Loyal
2024-11-13,Evening,Instead,Email,146.85,6,44.48,New
2025-03-30,Afternoon,From,In-store,109.91,10,358.56,Loyal
2025-01-26,Afternoon,There,In-store,104.99,1,461.49,Loyal
2025-01-23,Evening,Art,Social Media,7.7,1,299.84,New
2025-01-14,Night,Kid,Email,49.72,2,114.41,Loyal
2025-02-07,Morning,Expert,Influencer,10.09,1,364.65,Loyal
2025-01-31,Afternoon,Democrat,Email,63.97,5,438.25,New
2025-02-22,Afternoon,Woman,Influencer,148.1,8,145,New
2025-04-15,Afternoon,For,Email,49.14,5,308.15,Returning
2025-04-13,Afternoon,Lose,Email,19.09,2,441.17,Loyal
2025-04-26,Afternoon,Human,Influencer,85.08,6,59.15,Loyal
2024-12-11,Evening,Also,Influencer,113.19,0,473.6,New
2024-12-26,Night,On,Social Media,15.76,2,438.18,New
2025-04-01,Morning,Within,Social Media,101.13,5,163.35,Returning
2025-01-13,Evening,Tell,In-store,74.71,10,287.22,New
2024-12-20,Morning,Commercial,Social Media,132.07,4,28.15,Returning
2025-01-13,Evening,Happy,Email,5.57,1,450.02,Returning
2025-02-13,Night,Involve,Email,82.15,4,367.07,Returning
2025-04-23,Evening,Apply,Influencer,25.04,5,37.44,Returning
2024-12-20,Night,Water,Email,61.5,10,53.43,New
2024-11-09,Morning,Politics,Social Media,137.05,8,87.44,New
2025-02-18,Night,Form,Influencer,133.73,7,84.26,New
2024-12-20,Evening,Wall,In-store,112.76,0,117.65,New
2024-11-02,Night,Difficult,In-store,63.86,5,173.08,Returning
2025-01-03,Afternoon,Election,Influencer,14.29,9,484.78,New
2025-02-18,Evening,Your,Social Media,81.62,5,262.91,Loyal
2025-02-28,Morning,Above,Email,129.44,7,464.35,Loyal
2025-02-13,Afternoon,Chair,Influencer,88.91,5,232.4,Loyal
2025-04-26,Night,Truth,Social Media,143.63,2,490.89,New
2024-11-30,Night,Here,Influencer,32.06,9,319.82,New
2025-04-22,Evening,Boy,In-store,15.88,3,71.34,Returning
2025-03-23,Night,Final,Influencer,37.75,7,392.96,Returning
2025-03-29,Afternoon,Four,Email,108.11,3,136.68,Loyal
2025-02-22,Evening,Improve,Influencer,51.76,5,105.15,New
2025-01-29,Night,Firm,Social Media,117.23,10,141.5,New
2024-12-27,Morning,Professional,Social Media,135.18,2,210.74,Returning
2025-02-25,Morning,Of,In-store,92.81,9,373.65,Loyal
2025-02-22,Afternoon,Break,Influencer,120.64,1,337.83,New
2025-01-11,Morning,Rule,Email,88.43,9,129.58,Loyal
2024-12-12,Morning,Election,Social Media,137.65,8,486.12,New
2024-11-07,Night,Open,In-store,16.11,4,111.34,Loyal
2025-01-14,Night,Ability,Influencer,35.44,9,123.08,Returning
2025-01-03,Night,Someone,Email,131.17,3,93.1,Loyal
2025-02-20,Morning,Your,Influencer,27.41,8,116.29,New
2025-03-24,Evening,Necessary,In-store,36.19,3,254.04,Loyal
2025-01-15,Morning,Back,In-store,104.14,6,152.33,New
2025-03-23,Evening,Central,Email,26.62,5,492.06,New
2024-11-12,Night,Research,Email,148.07,6,448.96,Returning
2025-04-11,Evening,Should,In-store,46.15,2,297.02,Returning
2025-04-18,Afternoon,Relate,Social Media,55.13,2,282.46,New
2025-01-04,Night,Let,Influencer,105.13,3,273.67,Loyal
2025-03-02,Morning,Truth,Social Media,57.68,5,180.29,New
2025-01-20,Morning,On,Email,63.26,10,184.92,Loyal
2025-04-11,Night,Color,In-store,88.75,1,61.28,Loyal
2025-01-18,Afternoon,Board,Influencer,60.56,7,467.41,New
2025-02-04,Night,Kid,Influencer,76.05,0,171.25,Loyal
2025-04-25,Morning,Scene,Influencer,118.08,1,256.01,Returning
2024-11-21,Morning,Identify,Influencer,149.27,3,453.39,Returning
2025-04-05,Evening,Civil,Influencer,137.32,7,182.94,Loyal
2025-02-03,Morning,Degree,Email,58.61,10,401.28,New
2025-04-05,Night,Reality,Email,123.68,6,234.19,Loyal
2024-11-17,Evening,Candidate,Social Media,18.57,1,249.18,Returning
2025-03-01,Morning,Those,In-store,69.14,9,391.5,Returning
